sample_id,sampling_date,site,temperature,pH,conductivity,dissolved_oxygen,nitrate,phosphate,chlorophyll_a,Ca,Mg,Na,K,HCO3,Cl,SO4,water_quality_class
AQ-0101,2025-12-08,Lake_A,7.8903374014978525,7.718237151316212,519.8556424293341,11.300284832921461,2.1151458024346974,0.12554305781422012,5.683979732721097,92.17444156159235,16.730186609761095,55.05852680544564,2.864812461910228,159.77279149042698,36.291001611735204,64.45107048043994,moderate
AQ-0102,2025-12-15,Urban_Lake,9.209299426605769,7.816064531526225,592.7760220802712,10.323376542150495,0.803037403973392,0.0315956368840875,6.065707136040904,88.60075081857457,16.11096733620864,42.49978341346548,4.890130267594165,267.12918787331915,40.364830084070874,77.95777186887449,good
AQ-0103,2025-12-22,Lake_A,10.64864361278548,6.814936305861613,651.26296595376,9.436450658402052,0.9289183488468938,0.088376461595312,6.079514076667846,58.983211374164924,22.58155720537283,43.633130735164244,7.2653796410391775,157.10412265967184,48.142811675857835,63.47117870660233,good
AQ-0104,2025-12-29,Urban_Lake,27.770818394610988,8.017347316701182,761.1660980270817,5.765272036604613,1.5810930469576614,0.045317942760492266,4.5578082643397515,93.8866207239943,9.333954483955084,39.145844370238784,7.529079618676073,190.17843662401313,59.4264023601116,70.12391471272312,moderate
AQ-0105,2026-01-05,Urban_Lake,10.071679924653683,7.804489152196463,561.8776856324444,10.684075275504618,1.811030284405745,0.018761840034361092,5.42093429209652,65.09730544077571,22.310000252060668,41.29943538657265,2.1564727013108542,306.53257873299594,28.534148788771024,70.74965834799626,good
AQ-0106,2026-01-12,Urban_Lake,20.03093522241807,7.100306192013485,706.279669840711,7.877300846435417,,0.05136767248111844,5.206873227510656,85.58334656190756,16.101567374287193,45.77609530278536,4.37528911668826,270.730964273909,30.96614225304929,61.78102036695658,good
AQ-0107,2026-01-19,River_A,9.582436931477842,7.387813836647522,580.1343879481652,10.526360370430847,0.5427453278867056,0.11956319092548241,5.622045209380596,72.88382613866416,19.88473892847686,29.90513681107234,7.716242191734521,224.3921796622948,21.509529399448667,83.73168963294803,good
AQ-0108,2026-01-26,Lake_B,20.589438077245465,7.718672741960433,602.0460492819197,8.240660235357462,3.5321952965390753,0.17094971610809623,13.114954276933883,66.64205808005943,12.365060448995681,46.780585789082,6.016158210398131,177.67614030244525,48.42503792829252,79.29099074707365,poor
AQ-0109,2026-02-02,River_A,17.30970579663518,7.623610059260309,762.8788507589779,8.21654052936913,0.9561347321308863,0.006725620247689557,4.7577879377696926,48.49994082292588,24.64315533424718,24.269969831144607,5.3905260629595455,196.18274619850482,33.46202437631493,73.40494898544299,good
AQ-0110,2026-02-09,Lake_B,14.060172614051458,7.4685229663884,376.7019854318153,9.838863326328228,1.0316508006252805,0.09227286669651884,5.732513633959341,69.76966136718747,24.228174800859364,41.283679728315384,4.564630613130687,223.29738915635633,43.000848569767086,67.25174999768475,good
AQ-0111,2026-02-16,Urban_Lake,14.755424843187395,7.553430279370318,448.36220363543134,9.379688719191495,1.133313493288287,0.08467899897748213,2.010586214423925,51.72801794102708,22.797952628750366,39.78740963286327,4.232398148584509,221.68854545528194,56.5979164685922,89.33779254935995,good
AQ-0112,2026-02-23,River_A,11.071273827423656,7.486610179806902,428.0213718989383,8.925782301943109,1.9430171619575607,0.11421213777218818,5.5592706706134845,84.57489006595604,10.426226121032304,31.837069118078922,5.576438126180649,215.91080816683166,39.659944629822995,70.75498361134474,moderate
AQ-0113,2026-03-02,Lake_B,17.676433208892483,7.668653130446111,345.9573314958336,9.578995677006953,0.3352056161318485,0.026481479705058344,4.146278921476775,91.71830454281022,22.145605355330265,37.773147246743534,4.495251750031033,218.6125368662117,51.00666629566374,69.47944881913313,good
AQ-0114,2026-03-09,River_A,12.27009911795532,8.26217138784692,523.2991913044126,9.26777874726532,4.417093809327601,0.0271504588554948,6.983785500018482,61.64015713914303,20.024275438178545,31.77459847334447,4.914842757911112,210.35312006326987,44.10860719922761,76.88442053798627,poor
AQ-0115,2026-03-16,River_A,7.646365417396511,6.445003701580916,747.7569208030019,9.330623256953846,1.009877162857245,0.24753263570517026,11.137761533199498,75.92561965275053,9.973643764337162,27.282986731382557,5.157197412230075,155.1109568961994,56.737486096253676,105.53856029347531,poor
AQ-0116,2026-03-23,Lake_A,7.332374554082284,7.493417380970642,577.3787487306315,9.964124285811117,1.9878328844095843,0.03827028308833263,5.994958008412846,62.56991021389632,17.878513081145922,34.463852583863556,3.6438569430130014,196.75701660276252,54.17666487552411,50.87358825561833,good
AQ-0117,2026-03-30,Lake_A,16.035527506332716,7.679430589617601,651.4280796467514,7.973185731446019,0.4291788229662779,0.06230518158513938,7.835421981498106,63.82969850822174,19.82267244516631,26.960113646283386,6.064258747762876,261.15808242940807,39.00486194973007,88.85742407499639,good
AQ-0118,2026-04-06,Lake_A,24.47454753846261,7.7331972953591945,814.0516794188842,6.888476362546755,1.4702769594510172,0.06890388152248826,6.411312872921487,82.06843115024982,20.780376369115753,41.22797464093248,10.828489296830838,158.42495661019973,45.807527205794116,40.92291909771411,moderate
AQ-0119,2026-04-13,Lake_A,15.95994968144063,7.432638438405419,864.0589633608067,8.593940890316725,3.990324684085433,0.04625793861410948,8.313359029117578,71.49900259603564,18.88630683474428,26.499145058476365,1.4460267213478497,211.47000198073246,61.568664170366425,78.91091684811524,poor
